Datetime(UTC)	BISM2	BLTM2	APAM2	SLIM2	KPTV2	SWPV2	WASD2	AXTV2	GTND2
2017-10-05 19:00:00	2.6	1.1	1.4						
2017-10-05 20:00:00	2.2	1.3	1.6						
2017-10-05 21:00:00	1.7	1.7	1.8						
2017-10-05 22:00:00	1.3	2.0	1.9						
2017-10-05 23:00:00	0.9	2.1	1.7						
2017-10-06 00:00:00	0.7	2.1	1.5						
2017-10-06 01:00:00	0.6	1.8	1.3						
2017-10-06 02:00:00	0.9	1.5	1.1						
2017-10-06 03:00:00	1.4	1.3	0.9						
2017-10-06 04:00:00	2.1	1.1	0.8						
2017-10-06 05:00:00	2.6	1.0	0.8						
2017-10-06 06:00:00	2.6	0.8	1.0						
2017-10-06 07:00:00	2.5	0.9	1.2						
2017-10-06 08:00:00	2.1	1.1	1.5						
2017-10-06 09:00:00	1.7	1.5	1.6						
2017-10-06 10:00:00	1.2	1.8	1.7						
2017-10-06 11:00:00	0.7	1.9	1.7						
2017-10-06 12:00:00	0.4	1.9	1.5						
2017-10-06 13:00:00	0.3	1.7	1.2						
2017-10-06 14:00:00	0.5	1.3	0.9						
2017-10-06 15:00:00	1.0	1.0	0.7						
2017-10-06 16:00:00	1.6	0.7	0.6						
2017-10-06 17:00:00	2.2	0.5	0.6						
2017-10-06 18:00:00	2.6	0.5	0.7						
2017-10-06 19:00:00	2.5	0.6	1.0						
2017-10-06 20:00:00	2.2	0.7	1.3						
2017-10-06 21:00:00	1.8	1.1	1.5						
2017-10-06 22:00:00	1.3	1.5	1.7						
2017-10-06 23:00:00	0.8	1.8	1.8						
2017-10-07 00:00:00	0.4	1.9	1.7						
2017-10-07 01:00:00	0.3	1.9	1.5						
2017-10-07 02:00:00	0.4	1.6	1.3						
2017-10-07 03:00:00	0.7	1.3	1.1						
2017-10-07 04:00:00	1.3	1.2	0.9						
2017-10-07 05:00:00	2.0	0.9	0.8						
2017-10-07 06:00:00	2.5	0.7	0.9						
2017-10-07 07:00:00	2.6	0.7	1.0						
2017-10-07 08:00:00	2.5	0.8	1.3						
2017-10-07 09:00:00	2.1	1.1	1.5						
2017-10-07 10:00:00	1.5	1.4	1.6						
2017-10-07 11:00:00	1.0	1.6	1.7						
2017-10-07 12:00:00	0.6	1.9	1.6						
2017-10-07 13:00:00	0.4	1.8	1.3						
2017-10-07 14:00:00	0.4	1.6	1.1						
2017-10-07 15:00:00	0.7	1.3	0.8						
2017-10-07 16:00:00	1.3	0.9	0.7						
2017-10-07 17:00:00	2.0	0.7	0.6						
2017-10-07 18:00:00	2.5	0.5	0.7						
2017-10-07 19:00:00	2.8	0.5	0.9						
2017-10-07 20:00:00	2.7	0.8	1.3						
2017-10-07 21:00:00	2.4	1.1	1.7						
2017-10-07 22:00:00	1.9	1.6	1.9						
2017-10-07 23:00:00	1.4	2.1	2.1						
2017-10-08 00:00:00	1.1	2.4	2.2						
2017-10-08 01:00:00	0.8	2.5	2.2	1.3	2.8	2.4	3.77	2.36	4.79
2017-10-08 02:00:00	0.6	2.5	2.0	1.2	3.1	3.0	4.2	2.79	5.22
2017-10-08 03:00:00	0.7	2.2	1.7	1.2	3.2	3.2	4.13	2.72	5.15
2017-10-08 04:00:00	1.2	1.9	1.5	1.5	2.9	3.0	3.64	2.26	4.69
2017-10-08 05:00:00	1.8	1.6	1.4	1.8	2.1	2.6	2.92	1.51	3.94
2017-10-08 06:00:00	2.4		1.4	2.1	1.2	1.8	2.13	0.79	3.18
2017-10-08 07:00:00	2.9		1.5	2.4	0.5	1.0	1.57	0.23	2.59
2017-10-08 08:00:00	2.9		1.7	2.6	-0.1	0.4	1.15	-0.2	2.17
2017-10-08 09:00:00	2.7		1.9	2.6	-0.1	0.0	0.85	-0.46	1.87
2017-10-08 10:00:00	2.1		2.1	2.4	0.3	0.1	0.89	-0.43	1.87
2017-10-08 11:00:00	1.7		2.2	2.2	1.0	0.5	1.41	0.16	2.39
